1	Q0	3785919	1	0.3907767	NoteES
1	Q0	2803925	2	0.32515037	NoteES
1	Q0	2880285	3	0.32228377	NoteES
1	Q0	3136418	4	0.3132491	NoteES
1	Q0	4413421	5	0.27278283	NoteES
1	Q0	3670566	6	0.24464549	NoteES
1	Q0	4370014	7	0.23886353	NoteES
1	Q0	3127319	8	0.23886353	NoteES
1	Q0	4251233	9	0.23381387	NoteES
1	Q0	3399890	10	0.20906428	NoteES
1	Q0	3301396	11	0.20326112	NoteES
1	Q0	2627998	12	0.20326112	NoteES
1	Q0	3992730	13	0.19926083	NoteES
1	Q0	4676672	14	0.19905294	NoteES
1	Q0	4156995	15	0.19905294	NoteES
1	Q0	4541459	16	0.19458473	NoteES
1	Q0	3030022	17	0.19261155	NoteES
1	Q0	1568604	18	0.19126664	NoteES
1	Q0	4620973	19	0.18278448	NoteES
1	Q0	4007295	20	0.16991755	NoteES
1	Q0	4292097	21	0.16986275	NoteES
1	Q0	4377754	22	0.1652336	NoteES
1	Q0	4693715	23	0.16432995	NoteES
1	Q0	3337389	24	0.1626089	NoteES
1	Q0	2934334	25	0.16192538	NoteES
1	Q0	3300905	26	0.16192538	NoteES
1	Q0	4092748	27	0.15924235	NoteES
1	Q0	4208586	28	0.1564627	NoteES
1	Q0	4214563	29	0.1558759	NoteES
1	Q0	4295991	30	0.1558759	NoteES
1	Q0	3418911	31	0.15024096	NoteES
1	Q0	4515669	32	0.1457028	NoteES
1	Q0	4616783	33	0.14151827	NoteES
1	Q0	3963716	34	0.14062448	NoteES
1	Q0	3726492	35	0.1397292	NoteES
1	Q0	4043627	36	0.13931997	NoteES
1	Q0	2912298	37	0.13762768	NoteES
1	Q0	3603229	38	0.13754576	NoteES
1	Q0	4695489	39	0.13460678	NoteES
1	Q0	4290465	40	0.13380936	NoteES
1	Q0	3539602	41	0.13344508	NoteES
1	Q0	4730996	42	0.13293463	NoteES
1	Q0	3533054	43	0.1324456	NoteES
1	Q0	3395139	44	0.13232775	NoteES
1	Q0	3764432	45	0.13184497	NoteES
1	Q0	4215623	46	0.1303468	NoteES
1	Q0	4299408	47	0.1300954	NoteES
1	Q0	4686619	48	0.12997593	NoteES
1	Q0	4605093	49	0.12962475	NoteES
1	Q0	3093774	50	0.12675992	NoteES
1	Q0	4463712	51	0.12661828	NoteES
1	Q0	4389462	52	0.12608504	NoteES
1	Q0	3525225	53	0.12420894	NoteES
1	Q0	3848675	54	0.12397586	NoteES
1	Q0	2771071	55	0.123242326	NoteES
1	Q0	3498671	56	0.1211615	NoteES
1	Q0	4771630	57	0.11988665	NoteES
1	Q0	2933461	58	0.11910623	NoteES
1	Q0	3432326	59	0.118327	NoteES
1	Q0	3963712	60	0.11702698	NoteES
1	Q0	4567661	61	0.11575619	NoteES
1	Q0	4668878	62	0.11553093	NoteES
1	Q0	3914357	63	0.11551021	NoteES
1	Q0	2808591	64	0.115403056	NoteES
1	Q0	3842842	65	0.114787154	NoteES
1	Q0	4064699	66	0.114766404	NoteES
1	Q0	64821	67	0.11476312	NoteES
1	Q0	3828817	68	0.11388695	NoteES
1	Q0	3371918	69	0.11321954	NoteES
1	Q0	3505164	70	0.11294996	NoteES
1	Q0	2643012	71	0.11275057	NoteES
1	Q0	3443723	72	0.112302266	NoteES
1	Q0	3297512	73	0.11202296	NoteES
1	Q0	2823031	74	0.10930579	NoteES
1	Q0	2771785	75	0.10930579	NoteES
1	Q0	2940788	76	0.10824656	NoteES
1	Q0	3484028	77	0.108037196	NoteES
1	Q0	3859028	78	0.10797196	NoteES
1	Q0	2927584	79	0.10691122	NoteES
1	Q0	3638505	80	0.10667495	NoteES
1	Q0	3194010	81	0.10659971	NoteES
1	Q0	3170976	82	0.106519684	NoteES
1	Q0	2528948	83	0.1064316	NoteES
1	Q0	2830979	84	0.10639062	NoteES
1	Q0	2996354	85	0.10624928	NoteES
1	Q0	3657665	86	0.1060715	NoteES
1	Q0	3195199	87	0.10601314	NoteES
1	Q0	3261876	88	0.10541312	NoteES
1	Q0	4070286	89	0.10466398	NoteES
1	Q0	2775918	90	0.10464862	NoteES
1	Q0	3969589	91	0.10427172	NoteES
1	Q0	4188527	92	0.10300685	NoteES
1	Q0	4433085	93	0.10267932	NoteES
1	Q0	2818697	94	0.102412455	NoteES
1	Q0	3598974	95	0.10234077	NoteES
1	Q0	3828792	96	0.10205751	NoteES
1	Q0	3123520	97	0.10067435	NoteES
1	Q0	4094898	98	0.10041994	NoteES
1	Q0	4320696	99	0.09938441	NoteES
1	Q0	4741386	100	0.099337935	NoteES
1	Q0	4528173	101	0.09927839	NoteES
1	Q0	2231604	102	0.09734479	NoteES
1	Q0	4177259	103	0.09722769	NoteES
1	Q0	3667825	104	0.097131416	NoteES
1	Q0	3522639	105	0.09708282	NoteES
1	Q0	3395186	106	0.09686432	NoteES
1	Q0	2638656	107	0.096845284	NoteES
1	Q0	3525101	108	0.09666516	NoteES
1	Q0	4101206	109	0.09627072	NoteES
1	Q0	4547658	110	0.09627072	NoteES
1	Q0	3347754	111	0.09602803	NoteES
1	Q0	3981989	112	0.09600662	NoteES
1	Q0	4716452	113	0.095822	NoteES
1	Q0	3262783	114	0.09576008	NoteES
1	Q0	4677587	115	0.09564257	NoteES
1	Q0	2860154	116	0.09492067	NoteES
1	Q0	4778212	117	0.094919585	NoteES
1	Q0	4136955	118	0.094919585	NoteES
1	Q0	3942885	119	0.094686225	NoteES
1	Q0	3545252	120	0.0946749	NoteES
1	Q0	3263057	121	0.094414674	NoteES
1	Q0	3505958	122	0.09431235	NoteES
1	Q0	4693819	123	0.09429185	NoteES
1	Q0	4255816	124	0.09417052	NoteES
1	Q0	3268732	125	0.093994744	NoteES
1	Q0	2796397	126	0.09382897	NoteES
1	Q0	4687701	127	0.09380243	NoteES
1	Q0	3390085	128	0.093788356	NoteES
1	Q0	4492179	129	0.093703255	NoteES
1	Q0	4711720	130	0.0935251	NoteES
1	Q0	3996196	131	0.09347886	NoteES
1	Q0	3329631	132	0.09342962	NoteES
1	Q0	3772305	133	0.09334058	NoteES
1	Q0	3076235	134	0.09327484	NoteES
1	Q0	1867961	135	0.09300206	NoteES
1	Q0	4286404	136	0.09292108	NoteES
1	Q0	4371488	137	0.09290252	NoteES
1	Q0	4776350	138	0.09288163	NoteES
1	Q0	2944344	139	0.092863776	NoteES
1	Q0	4120123	140	0.0927612	NoteES
1	Q0	3987431	141	0.0927612	NoteES
1	Q0	4443518	142	0.09266607	NoteES
1	Q0	3704943	143	0.092626296	NoteES
1	Q0	3884868	144	0.09261315	NoteES
1	Q0	3649341	145	0.09221311	NoteES
1	Q0	3918089	146	0.0921293	NoteES
1	Q0	3531233	147	0.091544695	NoteES
1	Q0	4679715	148	0.09151637	NoteES
1	Q0	4616463	149	0.09134341	NoteES
1	Q0	4683881	150	0.09022145	NoteES
1	Q0	2913047	151	0.090168536	NoteES
1	Q0	1821338	152	0.09003045	NoteES
1	Q0	2136466	153	0.08910833	NoteES
1	Q0	3059641	154	0.08890462	NoteES
1	Q0	4580672	155	0.08851337	NoteES
1	Q0	3317011	156	0.088407904	NoteES
1	Q0	4197387	157	0.08837174	NoteES
1	Q0	4620808	158	0.08830056	NoteES
1	Q0	4702412	159	0.08773814	NoteES
1	Q0	2137987	160	0.087718345	NoteES
1	Q0	1175086	161	0.08738454	NoteES
1	Q0	4534919	162	0.08658116	NoteES
1	Q0	4107246	163	0.086169615	NoteES
1	Q0	4579937	164	0.0859352	NoteES
1	Q0	2675012	165	0.08560626	NoteES
1	Q0	2184878	166	0.085536435	NoteES
1	Q0	3908493	167	0.08553185	NoteES
1	Q0	3310735	168	0.08542469	NoteES
1	Q0	3653082	169	0.08541993	NoteES
1	Q0	3214352	170	0.0846432	NoteES
1	Q0	3219273	171	0.08457555	NoteES
1	Q0	4195965	172	0.08435894	NoteES
1	Q0	4614931	173	0.08422743	NoteES
1	Q0	3845409	174	0.08383922	NoteES
1	Q0	3260458	175	0.08378428	NoteES
1	Q0	4647125	176	0.083769195	NoteES
1	Q0	2900586	177	0.08368794	NoteES
1	Q0	3665018	178	0.08310653	NoteES
1	Q0	2987924	179	0.08302753	NoteES
1	Q0	3806288	180	0.08300672	NoteES
1	Q0	4283876	181	0.08295049	NoteES
1	Q0	3085771	182	0.08294149	NoteES
1	Q0	4471248	183	0.08288791	NoteES
1	Q0	4623532	184	0.08281641	NoteES
1	Q0	4642576	185	0.08267719	NoteES
1	Q0	2133576	186	0.082517765	NoteES
